id,lon,lat,location,area,type,outcome
615,-1.65870400,54.97213600,On or near Dolphin Street,Newcastle upon Tyne 029B,Criminal damage and arson,Investigation complete; no suspect identified
616,-1.65693700,54.97048600,On or near Cochrane Street,Newcastle upon Tyne 029B,Criminal damage and arson,Investigation complete; no suspect identified
617,-1.64429700,54.97257100,On or near Eaton Place,Newcastle upon Tyne 029C,Criminal damage and arson,Under investigation
618,-1.64310700,54.96933200,On or near Bentinck Street,Newcastle upon Tyne 029C,Criminal damage and arson,Under investigation
619,-1.64271300,54.96979900,On or near Portland Street,Newcastle upon Tyne 029C,Criminal damage and arson,Investigation complete; no suspect identified
620,-1.64271300,54.96979900,On or near Portland Street,Newcastle upon Tyne 029C,Criminal damage and arson,Under investigation
621,-1.64310700,54.96933200,On or near Bentinck Street,Newcastle upon Tyne 029C,Criminal damage and arson,Under investigation
622,-1.64429700,54.97257100,On or near Eaton Place,Newcastle upon Tyne 029C,Criminal damage and arson,Under investigation
623,-1.64429700,54.97257100,On or near Eaton Place,Newcastle upon Tyne 029C,Criminal damage and arson,Investigation complete; no suspect identified
624,-1.65624600,54.97459100,On or near Glebe Street,Newcastle upon Tyne 029D,Criminal damage and arson,Under investigation
625,-1.65962800,54.97368400,On or near Condercum Road,Newcastle upon Tyne 029D,Criminal damage and arson,Under investigation
626,-1.65687300,54.97614800,On or near West Road,Newcastle upon Tyne 029D,Criminal damage and arson,Investigation complete; no suspect identified
627,-1.65967600,54.97168900,On or near Nichol Street,Newcastle upon Tyne 029D,Criminal damage and arson,Investigation complete; no suspect identified
628,-1.65687300,54.97614800,On or near West Road,Newcastle upon Tyne 029D,Criminal damage and arson,Awaiting court outcome
629,-1.65169200,54.97004900,On or near Coventry Gardens,Newcastle upon Tyne 029E,Criminal damage and arson,Under investigation
630,-1.65258200,54.97015100,On or near Brancepeth Avenue,Newcastle upon Tyne 029E,Criminal damage and arson,Investigation complete; no suspect identified
631,-1.65258200,54.97015100,On or near Brancepeth Avenue,Newcastle upon Tyne 029E,Criminal damage and arson,Investigation complete; no suspect identified
632,-1.64652600,54.96781500,On or near Chesterfield Road,Newcastle upon Tyne 029F,Criminal damage and arson,Under investigation
633,-1.63948500,54.96564600,On or near Clumber Street North,Newcastle upon Tyne 029F,Criminal damage and arson,Investigation complete; no suspect identified
634,-1.63505400,54.96680100,On or near Westmorland Road,Newcastle upon Tyne 029G,Criminal damage and arson,Under investigation
635,-1.63416800,54.96463300,On or near Whitebeam Place,Newcastle upon Tyne 029G,Criminal damage and arson,Under investigation
636,-1.62088900,54.96327100,On or near Shot Factory Lane,Newcastle upon Tyne 029G,Criminal damage and arson,Investigation complete; no suspect identified
637,-1.56451500,54.96701900,On or near Callaly Way,Newcastle upon Tyne 030A,Criminal damage and arson,Under investigation
638,-1.56195100,54.96571500,On or near Walker Road,Newcastle upon Tyne 030A,Criminal damage and arson,Investigation complete; no suspect identified
639,-1.54569700,54.96803700,On or near Walker Park Close,Newcastle upon Tyne 030B,Criminal damage and arson,Under investigation
640,-1.54552200,54.96693100,On or near Dovercourt Road,Newcastle upon Tyne 030B,Criminal damage and arson,Under investigation
641,-1.54552200,54.96693100,On or near Dovercourt Road,Newcastle upon Tyne 030B,Criminal damage and arson,Under investigation
642,-1.54694500,54.96540000,On or near Greenford Road,Newcastle upon Tyne 030C,Criminal damage and arson,Under investigation
643,-1.54694500,54.96540000,On or near Greenford Road,Newcastle upon Tyne 030C,Criminal damage and arson,Under investigation
644,-1.55071700,54.96047100,On or near Parking Area,Newcastle upon Tyne 030C,Criminal damage and arson,Investigation complete; no suspect identified
645,-1.55125900,54.97075400,On or near Scrogg Road,Newcastle upon Tyne 030D,Criminal damage and arson,Under investigation
646,-1.55113700,54.96766200,On or near Brampton Avenue,Newcastle upon Tyne 030D,Criminal damage and arson,Under investigation
647,-1.55264600,54.96825200,On or near Wetheral Terrace,Newcastle upon Tyne 030D,Criminal damage and arson,Under investigation
648,-1.55125900,54.97075400,On or near Scrogg Road,Newcastle upon Tyne 030D,Criminal damage and arson,Under investigation
649,-1.55125900,54.97075400,On or near Scrogg Road,Newcastle upon Tyne 030D,Criminal damage and arson,Investigation complete; no suspect identified
650,-1.55125900,54.97075400,On or near Scrogg Road,Newcastle upon Tyne 030D,Criminal damage and arson,Investigation complete; no suspect identified
651,-1.69860300,55.00109600,On or near Westward Court,Newcastle upon Tyne 031A,Criminal damage and arson,Investigation complete; no suspect identified
652,-1.68175200,54.99701800,On or near Garthfield Crescent,Newcastle upon Tyne 031D,Criminal damage and arson,Under investigation
653,-1.68535400,54.99610200,On or near Greenfield Avenue,Newcastle upon Tyne 031D,Criminal damage and arson,Under investigation
654,-1.68918500,54.99994000,On or near Buxton Gardens,Newcastle upon Tyne 031D,Criminal damage and arson,Investigation complete; no suspect identified
655,-1.68854500,54.99781800,On or near Lynden Gardens,Newcastle upon Tyne 031D,Criminal damage and arson,Investigation complete; no suspect identified
656,-1.71538300,54.99576300,On or near Hillhead Parkway,Newcastle upon Tyne 031F,Criminal damage and arson,Investigation complete; no suspect identified
657,-1.46600000,55.05073800,On or near St Martin'S Close,North Tyneside 001C,Criminal damage and arson,Investigation complete; no suspect identified
658,-1.46183400,55.05444900,On or near Claremont Crescent,North Tyneside 001C,Criminal damage and arson,Investigation complete; no suspect identified
659,-1.57720000,55.04558500,On or near Kirkwood,North Tyneside 002A,Criminal damage and arson,Under investigation
660,-1.57720000,55.04558500,On or near Kirkwood,North Tyneside 002A,Criminal damage and arson,Investigation complete; no suspect identified
661,-1.57839900,55.05814300,On or near Front Street,North Tyneside 002B,Criminal damage and arson,Under investigation
662,-1.58182300,55.05855000,On or near Wardle Drive,North Tyneside 002B,Criminal damage and arson,Under investigation
663,-1.58309900,55.05781800,On or near Hudson Avenue,North Tyneside 002B,Criminal damage and arson,Investigation complete; no suspect identified
664,-1.58309900,55.05781800,On or near Hudson Avenue,North Tyneside 002B,Criminal damage and arson,Investigation complete; no suspect identified
665,-1.57781300,55.05873400,On or near The Spinney,North Tyneside 002B,Criminal damage and arson,Investigation complete; no suspect identified
666,-1.57968300,55.06105900,On or near Queens Road,North Tyneside 002B,Criminal damage and arson,Investigation complete; no suspect identified
667,-1.59104200,55.05412400,On or near B1321,North Tyneside 002D,Criminal damage and arson,Under investigation
668,-1.59104200,55.05412400,On or near B1321,North Tyneside 002D,Criminal damage and arson,Investigation complete; no suspect identified
669,-1.59104200,55.05412400,On or near B1321,North Tyneside 002D,Criminal damage and arson,Under investigation
670,-1.59432800,55.05581600,On or near Parking Area,North Tyneside 002D,Criminal damage and arson,Under investigation
671,-1.60191200,55.05660500,On or near Green Crescent,North Tyneside 002E,Criminal damage and arson,Under investigation
672,-1.45707800,55.04731100,On or near Theatre/Concert Hall,North Tyneside 003A,Criminal damage and arson,Investigation complete; no suspect identified
673,-1.62285500,55.05188200,On or near Morpeth Avenue,North Tyneside 004A,Criminal damage and arson,Under investigation
674,-1.62379100,55.04892800,On or near Petrol Station,North Tyneside 004B,Criminal damage and arson,Investigation complete; no suspect identified
675,-1.62493200,55.04571400,On or near Barrasford Drive,North Tyneside 004D,Criminal damage and arson,Investigation complete; no suspect identified
676,-1.62180500,55.04204700,On or near Pinewood Avenue,North Tyneside 004D,Criminal damage and arson,Investigation complete; no suspect identified
677,-1.46991900,55.04438400,On or near Hillfield,North Tyneside 005A,Criminal damage and arson,Investigation complete; no suspect identified
678,-1.46757800,55.04625200,On or near The Green,North Tyneside 005A,Criminal damage and arson,Investigation complete; no suspect identified
679,-1.46993300,55.04571400,On or near Valley Gardens,North Tyneside 005A,Criminal damage and arson,Investigation complete; no suspect identified
680,-1.46829800,55.03912000,On or near Cauldwell Lane,North Tyneside 005D,Criminal damage and arson,Investigation complete; no suspect identified
681,-1.44252800,55.04348900,On or near South Parade,North Tyneside 006A,Criminal damage and arson,Investigation complete; no suspect identified
682,-1.44017700,55.04264200,On or near Percy Road,North Tyneside 006A,Criminal damage and arson,Under investigation
683,-1.44528100,55.04585600,On or near Brook Street,North Tyneside 006A,Criminal damage and arson,Under investigation
684,-1.44239200,55.04094500,On or near Station Road,North Tyneside 006D,Criminal damage and arson,Investigation complete; no suspect identified
685,-1.44213600,55.03794200,On or near Chollerford Avenue,North Tyneside 006E,Criminal damage and arson,Under investigation
686,-1.53555100,55.04325000,On or near Harlebury,North Tyneside 007C,Criminal damage and arson,Investigation complete; no suspect identified
687,-1.52306500,55.04306700,On or near Sharnford Close,North Tyneside 007C,Criminal damage and arson,Investigation complete; no suspect identified
688,-1.50582700,55.03737300,On or near Sports/Recreation Area,North Tyneside 007D,Criminal damage and arson,Investigation complete; no suspect identified
689,-1.56929400,55.04006700,On or near Glencoe,North Tyneside 008A,Criminal damage and arson,Investigation complete; no suspect identified
690,-1.57825200,55.04230000,On or near Allanville,North Tyneside 008B,Criminal damage and arson,Investigation complete; no suspect identified
691,-1.57840500,55.03519200,On or near Coniston Close,North Tyneside 008C,Criminal damage and arson,Investigation complete; no suspect identified
692,-1.57666600,55.02797900,On or near Great Lime Road,North Tyneside 008C,Criminal damage and arson,Under investigation
693,-1.57840500,55.03519200,On or near Coniston Close,North Tyneside 008C,Criminal damage and arson,Investigation complete; no suspect identified
694,-1.57730900,55.03677000,On or near Angus Close,North Tyneside 008C,Criminal damage and arson,Under investigation
695,-1.57547100,55.03893800,On or near Cypress Gardens,North Tyneside 008C,Criminal damage and arson,Investigation complete; no suspect identified
696,-1.57547100,55.03893800,On or near Cypress Gardens,North Tyneside 008C,Criminal damage and arson,Investigation complete; no suspect identified
697,-1.57730900,55.03677000,On or near Angus Close,North Tyneside 008C,Criminal damage and arson,Under investigation
698,-1.57270100,55.03750000,On or near Rothbury Close,North Tyneside 008D,Criminal damage and arson,Investigation complete; no suspect identified
699,-1.49909700,55.02625600,On or near New York Road,North Tyneside 009A,Criminal damage and arson,Investigation complete; no suspect identified
700,-1.46111900,55.04126300,On or near Coronation Crescent,North Tyneside 009B,Criminal damage and arson,Investigation complete; no suspect identified
701,-1.46585500,55.04044800,On or near Front Street,North Tyneside 009B,Criminal damage and arson,Investigation complete; no suspect identified
702,-1.45389900,55.03935300,On or near Kingsley Avenue,North Tyneside 009C,Criminal damage and arson,Under investigation
703,-1.45389900,55.03935300,On or near Kingsley Avenue,North Tyneside 009C,Criminal damage and arson,Investigation complete; no suspect identified
704,-1.45998700,55.03113000,On or near A191,North Tyneside 009D,Criminal damage and arson,Under investigation
705,-1.45685900,55.04383200,On or near Sanderson Road,North Tyneside 009E,Criminal damage and arson,Investigation complete; no suspect identified
706,-1.45295300,55.04563000,On or near Marine Avenue,North Tyneside 009E,Criminal damage and arson,Investigation complete; no suspect identified
707,-1.43607300,55.03626100,On or near Eleanor Street,North Tyneside 010B,Criminal damage and arson,Investigation complete; no suspect identified
708,-1.43510500,55.03164600,On or near Links Road,North Tyneside 010B,Criminal damage and arson,Investigation complete; no suspect identified
709,-1.45276700,55.02824900,On or near Coniston Road,North Tyneside 010D,Criminal damage and arson,Investigation complete; no suspect identified
710,-1.50639000,55.03356500,On or near Farne Road,North Tyneside 011C,Criminal damage and arson,Under investigation
711,-1.51424700,55.02685700,On or near Turner Street,North Tyneside 011D,Criminal damage and arson,Investigation complete; no suspect identified
712,-1.51235200,55.02321900,On or near Quicksilver Way,North Tyneside 011D,Criminal damage and arson,Under investigation
